0.0001059298,0.1014492754,0,0.0657894737,0.0368550369,0,0,0
0.0058470485,0.115942029,0,0.0789473684,0.0417690418,0,0,1
0.0040671484,0.1086956522,0,0.0526315789,0.0343980344,0,0,0
0.0535712295,0.1014492754,0,0.0394736842,0.0368550369,0,0,1
0.1900241966,0.1231884058,0,0.0526315789,0.0442260442,0,0,1
0.0342362458,0.1376811594,0,0.0921052632,0.0442260442,0,0,1
0.1877508865,0.1376811594,0,0.0263157895,0.058968059,0,0,1
0.0066986686,0.0797101449,0,0.0789473684,0.0294840295,0,0,1
0.0027625387,0.0942028986,0,0.0526315789,0.0393120393,0,0,1
0.010952588,0.0942028986,0,0.0789473684,0.0343980344,0,0,0
0.4659825829,0.0797101449,0,0.0263157895,0.0245700246,0,0,0
0.0132621373,0.0579710145,0,0.0131578947,0.0171990172,0,0,0
0.1586536317,0.115942029,0,0.0131578947,0.0417690418,0,0,0
0.0483513972,0.0724637681,0,0.0657894737,0.0221130221,0,0,0
0.0200402533,0.0869565217,0,0.0526315789,0.027027027,0,0,1
0.0217992462,0.0942028986,0,0.0789473684,0.0294840295,0,0,1
0.1667070873,0.0579710145,0,0.0263157895,0.0171990172,0,0,1
1.39381369728597E-006,0.1014492754,0,0.1052631579,0.0368550369,0,0,1
0.7541981669,0.1666666667,0,0.0789473684,0.058968059,0,0,0
0.0276783524,0.0797101449,0,0.0263157895,0.0245700246,0,0,1
0.00620944,0.1449275362,0,0.0526315789,0.0491400491,0,0,1
0.0449421289,0.1666666667,0,0.1052631579,0.0638820639,0,0,1
9.47793314154457E-005,0.0724637681,0,0.0526315789,0.0221130221,0,0,1
0.0022565844,0.1739130435,0,0.1315789474,0.0761670762,0,0,0
0.6437565509,0.0362318841,0,0.0263157895,0.0098280098,0,0,0
0.0911554158,0.1449275362,0,0.0394736842,0.0515970516,0,0,0
0.0323601726,0.115942029,0,0.0789473684,0.0368550369,0,0,1
0.0030761468,0.1666666667,0,0.0394736842,0.0638820639,0,0,1
0.0643008073,0.1014492754,0,0.0526315789,0.0319410319,0,0,0
0.0049368881,0.0797101449,0,0.0394736842,0.0245700246,0,0,0
0.0016865146,0.0579710145,0,0.0394736842,0.0171990172,0,0,0
0.0005003791,0.0797101449,0,0.0394736842,0.0245700246,0,0,1
0.0002453112,0.0797101449,0,0.0657894737,0.0245700246,0,0,1
0.3762014674,0.0942028986,0,0.0394736842,0.027027027,0,0,1
0.0027402377,0.0652173913,0,0.0263157895,0.0196560197,0,0,1
0.0002062844,0.0797101449,0,0.0526315789,0.0245700246,0,0,1
0.2489434892,0.2826086957,0,0.1842105263,0.1277641278,0,0,1
